source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
curated,cheminformatics,ChEMBL Structure Pipeline,"The exact standardisation, parent-extraction and salt-stripping rules ChEMBL applies; the reference for reproducible curation.",https://github.com/chembl/ChEMBL_Structure_Pipeline,https://github.com/chembl/chembl_structure_pipeline,,standardisation; curation,,open-source,chembl/chembl_structure_pipeline,,
curated,cheminformatics,Mordred,"1,800+ 2D/3D molecular descriptors on top of RDKit; the classical descriptor baseline for QSAR.",https://github.com/JacksonBurns/mordred-community,https://github.com/jacksonburns/mordred-community,,descriptors,,open-source,jacksonburns/mordred-community,,
curated,cheminformatics,CDK,"Chemistry Development Kit: the mature Java cheminformatics library (descriptors, fingerprints, IO).",https://cdk.github.io,https://github.com/cdk/cdk,,java; library,,open-source,cdk/cdk,,biotools; github-topics
curated,cheminformatics,Indigo,"EPAM's cheminformatics toolkit for structure handling, reaction processing and rendering, with bindings for several languages.",https://github.com/epam/Indigo,https://github.com/epam/indigo,,library; rendering,,open-source,epam/indigo,,github-topics
curated,cheminformatics,Ketcher,Web structure editor for sketching molecules and reactions in browser-based apps.,https://github.com/epam/ketcher,https://github.com/epam/ketcher,,editor; web,,open-source,epam/ketcher,,github-topics
curated,cheminformatics,OPSIN,Converts IUPAC chemical names to structures; the standard name-to-structure parser.,https://github.com/dan2097/opsin,https://github.com/dan2097/opsin,,name-to-structure,,open-source,dan2097/opsin,,
curated,cheminformatics,DataWarrior,"Free desktop app for chemical data visualisation, SAR analysis, clustering and property prediction.",https://openmolecules.org/datawarrior/,,,visualisation; sar,,free-web,,,
curated,cheminformatics,CReM,Chemically reasonable mutations: fragment-based structure generation with medicinal-chemistry-valid replacements.,https://github.com/DrrDom/crem,https://github.com/drrdom/crem,,enumeration; fragments,,open-source,drrdom/crem,,
curated,cheminformatics,molSimplify,"Builds, optimises and screens transition-metal complexes from a metal, oxidation state and ligand set; generates sane 3D geometries where general-purpose toolkits guess badly.",https://github.com/hjkgrp/molSimplify,https://github.com/hjkgrp/molsimplify,,metals; organometallic; structure-generation,,open-source,hjkgrp/molsimplify,,
curated,cheminformatics,Architector,"Generates 3D conformers for metal complexes across the periodic table, including multiple spin states and coordination geometries, as a Python API.",https://github.com/lanl/Architector,https://github.com/lanl/architector,,metals; organometallic; conformers,,open-source,lanl/architector,,github-topics
curated,cheminformatics,Cambridge Structural Database (CCDC),"The small-molecule crystal structure archive, over half of it metal-organic. The empirical reference for coordination geometry, bond lengths and ligand conformation.",https://www.ccdc.cam.ac.uk/solutions/software/csd/,,,metals; crystal-structures; reference,,commercial,,,
curated,libraries,ChEMBL,"Manually curated bioactivity database (~2.4M compounds, 20M+ activities) mapped to targets and assays.",https://www.ebi.ac.uk/chembl/,,,bioactivity; database,,free-web,,,biotools
curated,libraries,PubChem,"The largest open chemical database: compounds, substances, bioassays, patents and literature links.",https://pubchem.ncbi.nlm.nih.gov,,,database,,free-web,,,
curated,libraries,ZINC22,"Purchasable and make-on-demand compounds prepared for docking in 3D, at tens of billions of molecules.",https://cartblanche22.docking.org,,,screening-library; docking,,free-web,,,
curated,libraries,Enamine REAL Space,Make-on-demand combinatorial space of 6B+ synthesisable compounds with ~80% synthesis success.,https://enamine.net/compound-collections/real-compounds/real-space-navigator,,,screening-library; make-on-demand,,commercial,,,
curated,libraries,DrugBank,"Approved and investigational drugs with targets, pharmacology, interactions and ADMET; free academic tier.",https://go.drugbank.com,,,drugs; database,,academic,,,biotools
curated,libraries,BindingDB,"Measured binding affinities (Kd/Ki/IC50) for protein-small molecule pairs, curated from literature and patents.",https://www.bindingdb.org/rwd/bind/index.jsp,,,affinity; database,,free-web,,,
curated,libraries,PDBbind+,Experimental binding affinities paired with their PDB complex structures; the basis of the CASF scoring benchmarks (the old pdbbind.org.cn is retired).,https://www.pdbbind-plus.org.cn,,,affinity; structures,,academic,,,
curated,libraries,Papyrus,"A normalised, standardised bioactivity dataset (60M+ points) assembled for ML-ready QSAR modelling — the cleaned-up ChEMBL you were going to build yourself.",https://github.com/OlivierBeq/Papyrus-scripts,https://github.com/olivierbeq/papyrus-scripts,,bioactivity; ml-ready,,open-source,olivierbeq/papyrus-scripts,,
curated,libraries,SureChEMBL,"Chemical structures extracted from patents, updated daily; the standard patent-chemistry search.",https://www.surechembl.org,,,patents,,free-web,,,
curated,libraries,COCONUT,Aggregated open natural products collection with structures and source organisms.,https://coconut.naturalproducts.net,,,natural-products,,free-web,,,
curated,libraries,GtoPdb (Guide to Pharmacology),"Expert-curated ligand-target pharmacology: selectivity, affinities and recommended tool compounds.",https://www.guidetopharmacology.org,,,pharmacology; tool-compounds,,free-web,,,
curated,libraries,Chemical Probes Portal,"Expert review of which chemical probes are actually fit for target validation, and at what concentration.",https://www.chemicalprobes.org,,,tool-compounds; target-validation,,free-web,,,biotools
curated,docking,smina,Vina fork with flexible scoring-function specification and much easier custom-term development.,https://github.com/mwojcikowski/smina,https://github.com/mwojcikowski/smina,,docking,,open-source,mwojcikowski/smina,,
curated,docking,Vina-GPU 2.1,"GPU-parallel Vina, and the QuickVina2-GPU variant alongside it, giving one to two orders of magnitude speedup on large screens.",https://github.com/DeltaGroupNJUPT/Vina-GPU-2.1,https://github.com/deltagroupnjupt/vina-gpu-2.1,,docking; gpu,,open-source,deltagroupnjupt/vina-gpu-2.1,,
curated,docking,Uni-Dock,GPU-accelerated docking engine reaching thousands of molecules per second per GPU.,https://github.com/dptech-corp/Uni-Dock,https://github.com/dptech-corp/uni-dock,,docking; gpu,,open-source,dptech-corp/uni-dock,,biotools
curated,docking,DOCK 6,UCSF's long-standing anchor-and-grow docking program with a wide scoring-function suite.,https://dock.compbio.ucsf.edu,,,docking,,academic,,,
curated,docking,rDock,"Fast open-source docking for proteins and nucleic acids, with pharmacophore and tethered-scaffold restraints.",https://rdock.github.io,https://github.com/cbdd/rdock,,docking; rna,,open-source,cbdd/rdock,,github-topics
curated,docking,Meeko,"Prepares ligands and receptors for AutoDock: PDBQT writing, macrocycle handling, covalent setups.",https://github.com/forlilab/Meeko,https://github.com/forlilab/meeko,,preparation; docking,,open-source,forlilab/meeko,,github-stars:yboulaamane; github-topics
curated,docking,Ringtail,Stores and filters millions of docking results in SQLite so large screens stay queryable.,https://github.com/forlilab/Ringtail,https://github.com/forlilab/ringtail,,virtual-screening; data-management,,open-source,forlilab/ringtail,,
curated,docking,VirtualFlow,Open workflow for distributing ultra-large virtual screens (billions of ligands) across HPC and cloud.,https://virtual-flow.org,https://github.com/virtualflow/vfvs,,virtual-screening; hpc,,open-source,virtualflow/vfvs,,
curated,docking,EasyDock,Python wrapper unifying Vina/smina/gnina runs with SQLite bookkeeping and protonation handling.,https://github.com/ci-lab-cz/easydock,https://github.com/ci-lab-cz/easydock,,docking; workflow,,open-source,ci-lab-cz/easydock,,github-stars:yboulaamane; github-topics
curated,docking,DockStream,AstraZeneca's docking wrapper exposing several backends to generative loops such as REINVENT.,https://github.com/MolecularAI/DockStream,https://github.com/molecularai/dockstream,,docking; generative-loop,,open-source,molecularai/dockstream,,github-topics
curated,docking,ODDT,"Open Drug Discovery Toolkit: rescoring functions (RFScore, NNScore), interaction fingerprints and VS metrics.",https://github.com/oddt/oddt,https://github.com/oddt/oddt,,rescoring; virtual-screening,,open-source,oddt/oddt,,github-topics
curated,docking,PLIP,Detects and reports non-covalent protein-ligand interactions from a complex; standard for pose interpretation.,https://github.com/pharmai/plip,https://github.com/pharmai/plip,,interactions; analysis,,open-source,pharmai/plip,,github-topics
curated,docking,LigPlot+,2D schematic diagrams of protein-ligand interactions for figures and pose triage.,https://www.ebi.ac.uk/thornton-srv/software/LigPlus/,,,interactions; visualisation,,academic,,,
curated,docking,Glide (Schrödinger),Industry-standard commercial docking (HTVS/SP/XP) with the Maestro preparation stack.,https://www.schrodinger.com/platform/products/glide/,,,docking,,commercial,,,
curated,docking,GOLD (CCDC),Genetic-algorithm docking with CSD-derived knowledge and well-validated scoring functions.,https://www.ccdc.cam.ac.uk/solutions/software/gold/,,,docking,,commercial,,,
curated,docking,MOE (CCG),"Integrated commercial modelling environment: docking, pharmacophores, biologics and QSAR in one platform.",https://www.chemcomp.com/en/Products.htm,,,platform,,commercial,,,
curated,docking,SwissDock,Free docking web service (AutoDock Vina and Attracting Cavities backends) for occasional runs.,https://www.swissdock.ch,,,docking; web,,free-web,,,biotools
curated,docking,Pharmit,"Interactive pharmacophore and shape search over billions of purchasable compounds, with in-browser minimisation.",https://pharmit.csb.pitt.edu,https://github.com/dkoes/pharmit,,pharmacophore; virtual-screening,,open-source,dkoes/pharmit,,
