full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
MolecularAI/Reinvent,MolecularAI,Reinvent,https://github.com/MolecularAI/Reinvent,,,Python,astrazeneca; cheminformatics; denovo-design; neural-networks; reinforcement-learning; transfer-learning,377,113,Apache-2.0,True,2020-03-17,2025-05-24,cheminformatics
isayev/ReLeaSE,isayev,ReLeaSE,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design,,Jupyter Notebook,cheminformatics; deeplearning; drug-discovery; molecular-modeling; qsar; reinforcement-learning,373,136,MIT,False,2018-04-26,2021-12-08,cheminformatics; drug-discovery; molecular-modeling; qsar
jaechang-hits/SciAgent-Skills,jaechang-hits,SciAgent-Skills,https://github.com/jaechang-hits/SciAgent-Skills,"197 bioinformatics & life science skills for Claude Code and AI agents — BixBench 92.0% accuracy. RNA-seq, single-cell, drug discovery, proteomics, and more. Powers OmicsHorizon.",https://omicshorizon.ai/en/,Python,ai-agent; bioinformatics; biostatistics; bixbench; cheminformatics; claude-code; claude-plugin; claude-skills,363,36,NOASSERTION,False,2026-02-18,2026-08-29,cheminformatics; drug-discovery
hetio/hetionet,hetio,hetionet,https://github.com/hetio/hetionet,Hetionet: an integrative network of disease,https://neo4j.het.io,HTML,data-integration; drug-repurposing; hetionet; hetnet; neo4j; network; rephetio,363,77,,False,2016-04-12,2023-04-03,drug-repurposing
vijaymasand/PyChem-Pro,vijaymasand,PyChem-Pro,https://github.com/vijaymasand/PyChem-Pro,"PyChem-Pro: 100% Python API, fast, flexible & programmable molecular viewer - 2D and 3D, molecular docking pose viewer, cheminformatics library, molecular descriptor calculator, molecular editor, chemical drawing editor, QSAR model developer, and many more...",,Python,bioinformatics; chemical-editor; chemical-space-plot; cheminformatics; chemistry-drawing; drug-discovery; machine-learning; molecular-descriptors,360,12,NOASSERTION,False,2026-04-07,2026-09-04,cheminformatics; drug-discovery; molecular-docking; qsar
DSPsleeporg/smiles-transformer,DSPsleeporg,smiles-transformer,https://github.com/DSPsleeporg/smiles-transformer,"Original implementation of the paper ""SMILES Transformer: Pre-trained Molecular Fingerprint for Low Data Drug Discovery"" by Shion Honda et al.",,Jupyter Notebook,cheminformatics; chemistry; deep-learning; python; pytorch; transformer,359,65,MIT,False,2018-11-17,2022-12-22,cheminformatics
crest-lab/crest,crest-lab,crest,https://github.com/crest-lab/crest,CREST - A program for the automated exploration of low-energy molecular chemical space.,https://crest-lab.github.io/crest-docs/,Fortran,atomistic-simulations; computational-chemistry; conformational-analysis; metadynamics; tight-binding,352,74,LGPL-3.0,False,2020-04-23,2026-06-16,computational-chemistry
atomicarchitects/equiformer_v2,atomicarchitects,equiformer_v2,https://github.com/atomicarchitects/equiformer_v2,[ICLR 2024] EquiformerV2: Improved Equivariant Transformer for Scaling to Higher-Degree Representations,https://arxiv.org/abs/2306.12059,Python,ai-for-science; catalyst-design; computational-chemistry; computational-physics; deep-learning; drug-discovery; e3nn; equiformer,351,49,MIT,False,2023-06-21,2026-04-10,computational-chemistry; drug-discovery; molecular-dynamics
yorkeccak/bio,yorkeccak,bio,https://github.com/yorkeccak/bio,"The world's most powerful open-source bio AI assistant - Access academic literature, clinical trials, drug labels, and more, all through natural conversation.",https://bio.valyu.ai,TypeScript,academic-paper; ai; ai-agents; bio-ai; drug-design; drug-discovery; healthcare-ai,348,67,MIT,False,2025-09-05,2026-09-09,drug-design; drug-discovery
guanjq/targetdiff,guanjq,targetdiff,https://github.com/guanjq/targetdiff,The official implementation of 3D Equivariant Diffusion for Target-Aware Molecule Generation and Affinity Prediction (ICLR 2023),,Python,ai-for-science; diffusion-models; drug-design; equivariant-networks; iclr2023,346,52,,False,2023-03-02,2024-01-10,drug-design
Allen-Tildesley/examples,Allen-Tildesley,examples,https://github.com/Allen-Tildesley/examples,"Fortran and Python examples to accompany the book ""Computer Simulation of Liquids"" by Michael P. Allen and Dominic J. Tildesley (2nd edition, Oxford University Press, 2017). Use the ""Code"" button, or follow the ""Releases"" link below.",,Fortran,molecular-dynamics; molecular-dynamics-simulation; monte-carlo; monte-carlo-simulation,346,107,CC0-1.0,False,2015-03-27,2026-03-22,molecular-dynamics
scverse/pertpy,scverse,pertpy,https://github.com/scverse/pertpy,Single-cell perturbation analysis,https://pertpy.readthedocs.io/en/stable,Python,anndata; bioinformatics; computational-biology; crispr; differential-abundance; differential-expression; drug-discovery; perturb-seq,342,66,MIT,False,2021-06-23,2026-09-10,drug-discovery
markovmodel/PyEMMA,markovmodel,PyEMMA,https://github.com/markovmodel/PyEMMA,🚂 Python API for Emma's Markov Model Algorithms 🚂,http://pyemma.org,Python,analysis; bayesian-methods; hidden-markov-model; hmm; kinetic-modeling; markov-model; markov-state-model; mbar,340,129,LGPL-3.0,True,2014-10-07,2023-09-11,molecular-dynamics; molecular-modeling
choderalab/openmmtools,choderalab,openmmtools,https://github.com/choderalab/openmmtools,A batteries-included toolkit for the GPU-accelerated OpenMM molecular simulation engine.,http://openmmtools.readthedocs.io,Python,alchemical-free-energy-calculations; free-energy-calculations; integrators; markov-chain-monte-carlo; mcmc; molecular-dynamics; molecular-simulations; openmm,340,88,MIT,False,2014-10-19,2026-09-09,molecular-dynamics
OpenFreeEnergy/openfe,OpenFreeEnergy,openfe,https://github.com/OpenFreeEnergy/openfe,The Open Free Energy toolkit,https://docs.openfree.energy,Python,biophysics; computational-chemistry; free-energy; free-energy-calculations; molecular-dynamics,332,55,MIT,False,2022-01-24,2026-09-11,computational-chemistry; molecular-dynamics
EDAPINENUT/CBGBench,EDAPINENUT,CBGBench,https://github.com/EDAPINENUT/CBGBench,Official code repository of < CBGBench: Fill in the Blank of Protein-Molecule Complex Binding Graph >,,Python,benchmark; diffusion-models; drug-design; generative-ai; generative-model; molecule-generation,330,38,GPL-3.0,False,2024-06-16,2025-09-14,drug-design
glotzerlab/freud,glotzerlab,freud,https://github.com/glotzerlab/freud,"Powerful, efficient particle trajectory analysis in scientific Python.",https://freud.readthedocs.io,C++,analysis; computational-chemistry; computational-physics; data-analysis; molecular-dynamics; monte-carlo-simulation; particle-system; python,329,52,BSD-3-Clause,False,2019-01-23,2026-09-11,computational-chemistry; molecular-dynamics
jewettaij/moltemplate,jewettaij,moltemplate,https://github.com/jewettaij/moltemplate,A general cross-platform tool for preparing simulations of molecules and complex molecular assemblies,http://www.moltemplate.org,Python,amber; coarse-grained-molecular-dynamics; force-fields; lammps; lammps-data; lammps-script-creator; lammps-tool; molecular-dynamics,322,106,MIT,False,2016-12-01,2025-11-17,molecular-dynamics
simongravelle/lammps-input-files,simongravelle,lammps-input-files,https://github.com/simongravelle/lammps-input-files,LAMMPS inputs and data files,https://lammpstutorials.github.io/,,all-atoms; atomic; graphene; inputs; ions; lammps; lammps-input; molecular,310,114,GPL-3.0,False,2020-11-21,2024-10-09,molecular-dynamics
ersilia-os/ersilia,ersilia-os,ersilia,https://github.com/ersilia-os/ersilia,"The Ersilia Model Hub, an open-source repository and CLI of AI/ML models for infectious and neglected disease research.",https://ersilia.io,Python,drug-discovery; global-south; machine-learning; model-hub; neglected-tropical-disease; open-source,308,179,GPL-3.0,False,2020-07-04,2026-09-11,drug-discovery
AspirinCode/awesome-AI4MolConformation-MD,AspirinCode,awesome-AI4MolConformation-MD,https://github.com/AspirinCode/awesome-AI4MolConformation-MD,"List of molecules (small molecules, RNA, peptide, protein, enzymes, antibody,  and PPIs)  conformations and molecular dynamics (force fields) using generative artificial intelligence and deep learning",,,active-learning; amber; enzymes; flow; force-fields; gan; gnns; gromacs,306,27,GPL-3.0,False,2024-04-10,2026-09-12,molecular-dynamics
jensengroup/xyz2mol,jensengroup,xyz2mol,https://github.com/jensengroup/xyz2mol,Converts an xyz file to an RDKit mol object,,Python,computational-chemistry,305,68,MIT,False,2018-01-22,2025-01-22,computational-chemistry
ACEsuit/mace-foundations,ACEsuit,mace-foundations,https://github.com/ACEsuit/mace-foundations,"MACE foundation models (MP, OMAT, mh-1)",https://mace-docs.readthedocs.io/en/latest/guide/foundation_models.html,Shell,chemistry; force-fields; foundation-models; machine-learning; materials-informatics; materials-science; molecular-dynamics,303,32,MIT,False,2024-01-11,2026-08-26,molecular-dynamics
PytLab/VASPy,PytLab,VASPy,https://github.com/PytLab/VASPy,Manipulating VASP files with Python.,https://pypi.python.org/pypi/vaspy/,Python,catalysis-informatics; chemistry; computational-chemistry; data-processing; data-visualization; vasp,302,96,MIT,False,2015-08-04,2026-05-15,computational-chemistry
AtomFlow-AI/MoleCode,AtomFlow-AI,MoleCode,https://github.com/AtomFlow-AI/MoleCode,Molecode presents molecules as code and enables LLMs to operate and reason on chemistry directly.,https://arxiv.org/pdf/2605.16480,Python,ai-agent; ai-for-science; chemistry; coding-agent; language-model; large-language-models; llm; molecode,301,7,MIT,False,2026-05-30,2026-06-04,molecular-modeling
mzmine/mzmine,mzmine,mzmine,https://github.com/mzmine/mzmine,mzmine source code repository,https://mzio.io/mzmine-news/,Java,computational-chemistry; computational-mass-spectrometry; gas-chromatography; liquid-chromatography; liquid-chromatography-mass-spectrometry; mass-spectrometry; mass-spectrometry-imaging,296,172,MIT,False,2019-11-20,2026-09-09,computational-chemistry
brucefan1983/Molecular-Dynamics-Simulation,brucefan1983,Molecular-Dynamics-Simulation,https://github.com/brucefan1983/Molecular-Dynamics-Simulation,Sample codes for my book on molecular dynamics simulation,,Jupyter Notebook,molecular-dynamics; molecular-dynamics-simulation,295,68,GPL-3.0,False,2020-06-14,2026-01-26,molecular-dynamics
samoturk/mol2vec,samoturk,mol2vec,https://github.com/samoturk/mol2vec,Mol2vec - an unsupervised machine learning approach to learn vector representations of molecular substructures,,Python,cheminformatics; machine-learning; python,293,121,BSD-3-Clause,True,2017-11-16,2022-09-19,cheminformatics
ClapeyronThermo/Clapeyron.jl,ClapeyronThermo,Clapeyron.jl,https://github.com/ClapeyronThermo/Clapeyron.jl,"Clapeyron provides a framework for the development and use of fluid-thermodynamic models, including SAFT, cubic, activity, multi-parameter, and COSMO-SAC.",https://clapeyronthermo.github.io/Clapeyron.jl/,Julia,cosmo-sac; equation-of-state; julia; molecular-modeling; phase-equilibria; phase-equilibrium; saft; solvers,292,79,MIT,False,2020-05-28,2026-09-13,molecular-modeling
atomicarchitects/equiformer,atomicarchitects,equiformer,https://github.com/atomicarchitects/equiformer,[ICLR 2023 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs,https://arxiv.org/abs/2206.11990,Python,ai-for-science; catalyst-design; computational-chemistry; deep-learning; drug-discovery; e3nn; equiformer; equivariant-graph-neural-network,289,55,MIT,False,2023-02-28,2025-02-11,computational-chemistry; drug-discovery; molecular-dynamics
lukasturcani/stk,lukasturcani,stk,https://github.com/lukasturcani/stk,"A Python library which allows construction and manipulation of complex molecules, as well as automatic molecular design and the creation of molecular databases.",https://stk.readthedocs.io/,Python,cheminformatics; chemistry; computational-chemistry; computational-science; materials-design; materials-discoveries; materials-science; materials-screening,289,52,MIT,False,2018-03-18,2026-01-04,cheminformatics; computational-chemistry; molecular-modeling
mims-harvard/TxGNN,mims-harvard,TxGNN,https://github.com/mims-harvard/TxGNN,TxGNN: Zero-shot prediction of therapeutic use with geometric deep learning and clinician centered design,https://zitniklab.hms.harvard.edu/projects/TxGNN,Jupyter Notebook,drug-design; drug-discovery; geometric-deep-learning; graph-neural-networks; indications-and-warning; knowledge-graph; precision-medicine; therapeutics,288,79,MIT,False,2022-08-24,2024-05-06,drug-design; drug-discovery
AngelRuizMoreno/Jupyter_Dock,AngelRuizMoreno,Jupyter_Dock,https://github.com/AngelRuizMoreno/Jupyter_Dock,"Jupyter Dock is a set of Jupyter Notebooks for performing molecular docking protocols interactively, as well as visualizing, converting file formats and analyzing the results.",,Jupyter Notebook,autodock; autodock-vina; cheminformatics; computational-biology; drug-design; drug-discovery; drug-repurposing; jupyter-notebook,286,71,MIT,False,2021-09-10,2023-10-30,cheminformatics; drug-design; drug-discovery; drug-repurposing; molecular-docking
RadonPy/RadonPy,RadonPy,RadonPy,https://github.com/RadonPy/RadonPy,RadonPy is a Python library to automate physical property calculations for polymer informatics.,,Python,data-driven-design; data-science; high-throughput-computing; lammps; materials-informatics; materials-science; modeling; molecular-dynamics,280,55,BSD-3-Clause,False,2022-03-17,2026-08-07,molecular-dynamics
partridgejiang/Kekule.js,partridgejiang,Kekule.js,https://github.com/partridgejiang/Kekule.js,A Javascript cheminformatics toolkit.,http://partridgejiang.github.io/Kekule.js,JavaScript,cheminformatics; chemistry; javascript; molecule,279,68,MIT,False,2015-02-01,2026-09-12,cheminformatics
SMTG-Bham/doped,SMTG-Bham,doped,https://github.com/SMTG-Bham/doped,"doped is a Python software for the generation, pre-/post-processing and analysis of defect supercell calculations, implementing the defect simulation workflow in an efficient, reproducible, user-friendly yet powerful and fully-customisable manner.",https://doped.readthedocs.io,Python,ab-initio; computational-chemistry; computational-materials-science; defect-calculation; defect-formation-energy; defect-levels; defect-thermodynamics; defects,279,52,MIT,False,2020-05-19,2026-09-11,computational-chemistry
choderalab/software-development,choderalab,software-development,https://github.com/choderalab/software-development,A primer on software development best practices for computational chemistry,,,computational-chemistry; development-practices; python,278,81,,False,2016-10-17,2022-12-05,computational-chemistry
jparkhill/TensorMol,jparkhill,TensorMol,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol,http://blogs.nd.edu/parkhillgroup,Python,chemistry; force-field; machine-learning; meta-dynamics; molecular-dynamics; molecular-simulation; molecules; monte-carlo,277,73,GPL-3.0,False,2016-10-28,2021-02-11,molecular-dynamics
Acellera/htmd,Acellera,htmd,https://github.com/Acellera/htmd,HTMD: Programming Environment for Molecular Discovery,https://software.acellera.com/docs/latest/htmd/index.html,Rich Text Format,automate; drug-discovery; htmd; molecular-simulations,276,60,NOASSERTION,False,2015-09-26,2026-09-11,drug-discovery
